model,states,policy,escapement
3,21.690376569037657,138,7.93305439330544
3,21.790794979079497,139,7.933054393305438
3,21.89121338912134,140,7.93305439330544
3,21.99163179916318,141,7.93305439330544
3,22.09205020920502,142,7.933054393305438
3,22.19246861924686,143,7.933054393305438
3,22.292887029288703,144,7.93305439330544
3,22.393305439330543,145,7.933054393305438
3,22.493723849372383,146,7.933054393305438
3,22.594142259414227,147,7.93305439330544
3,22.694560669456067,148,7.93305439330544
3,22.794979079497907,149,7.933054393305438
3,22.89539748953975,150,7.93305439330544
3,22.99581589958159,151,7.93305439330544
3,23.09623430962343,152,7.933054393305438
3,23.19665271966527,153,7.933054393305438
3,23.297071129707113,154,7.93305439330544
3,23.397489539748953,155,7.933054393305438
3,23.497907949790793,156,7.933054393305438
3,23.598326359832637,157,7.93305439330544
3,23.698744769874477,158,7.93305439330544
3,23.799163179916317,159,7.933054393305438
3,23.89958158995816,160,7.93305439330544
3,24,161,7.93305439330544
